system:index,Aridity_Index,Bacterivores,CliMond_Annual_Mean_Radiation,CliMond_Highest_Weekly_Radiation,CliMond_Lowest_Weekly_Radiation,CliMond_Radiation_Seasonality,CliMond_Radiation_of_Coldest_Quarter,CliMond_Radiation_of_Driest_Quarter,CliMond_Radiation_of_Warmest_Quarter,CliMond_Radiation_of_Wettest_Quarter,EVI,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Hillshade,EarthEnvTopoMed_Northness,EarthEnvTopoMed_Slope,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Human_Development_Percentage,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,PET,Pixel_Lat,Pixel_Long,Population_Density,Predators,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_Probability_of_occurrence_of_R_horizon,SG_SOC_Content_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Sand_Content_015cm,SG_Silt_Content_015cm,SG_Soil_pH_H2O_015cm,Total_Number,Unidentified,WWF_Biome,WorldClim2_Annual_Mean_Temperature,WorldClim2_Annual_Precipitation,WorldClim2_Isothermality,WorldClim2_Max_Temperature_of_Warmest_Month,WorldClim2_Mean_Diurnal_Range,WorldClim2_Mean_Temperature_of_Coldest_Quarter,WorldClim2_Mean_Temperature_of_Driest_Quarter,WorldClim2_Mean_Temperature_of_Warmest_Quarter,WorldClim2_Mean_Temperature_of_Wettest_Quarter,WorldClim2_Min_Temperature_of_Coldest_Month,WorldClim2_Precipitation_Seasonality,WorldClim2_Precipitation_of_Coldest_Quarter,WorldClim2_Precipitation_of_Driest_Month,WorldClim2_Precipitation_of_Driest_Quarter,WorldClim2_Precipitation_of_Warmest_Quarter,WorldClim2_Precipitation_of_Wettest_Month,WorldClim2_Precipitation_of_Wettest_Quarter,WorldClim2_Temperature_Annual_Range,WorldClim2_Temperature_Seasonality,.geo
00000000000000000703,14362.0,465.666666666667,104.05686950683594,190.43600463867188,22.383899688720703,0.5912084579467773,39.24968338012695,175.24630737304688,168.40261840820312,31.035268783569336,5145.8408203125,267.0,66014.0,1899.0,18833.0,26743.0,9139.0,4129.0,1076.0,718.0,18202.0,8130.0,192.0,742.0,47775.0,0.03488551452755928,138.5,138.5,-0.6010728478431702,2.843776226043701,96.3333333333333,600.0,14867.125,281.333333333333,0.0,7181.12109375,463.3766784667969,3513.43115234375,275.536865234375,615.230712890625,3306.6171875,1935.9906005859375,788.8529663085938,9686.7431640625,29.8333333333333,768.0,50.92916488647461,-4.354166507720947,17.389726638793945,28.5,879.3755493164062,15.07851791381836,20.086654663085938,18.54067039489746,199.32626342773438,27.88475799560547,48.617855072021484,49.459686279296875,39.160579681396484,40.915103912353516,55.98479461669922,901.5,0,4.0,9.949999809265137,1104.0,38.06706237792969,18.399999618530273,6.433333396911621,5.733333110809326,10.583333015441895,14.950000762939453,6.666666507720947,1.5,26.789676666259766,336.0,62.0,198.0,243.0,130.0,379.0,16.899999618530273,385.3805847167969,"{""type"":""Point"",""coordinates"":[-4.354165028355136,50.9291633945236]}"
00000000000000000033,3690.0,75.925,180.90672302246094,263.3949890136719,95.04609680175781,0.3285991847515106,117.65410614013672,244.20492553710938,244.20492553710938,107.26902770996094,1865.4891357421875,447.0,16969.0,674.0,9422.0,20991.0,8153.0,5998.0,1944.0,437.0,11303.0,6380.0,105.0,1361.0,9466.0,-0.8153653144836426,119.5,119.5,-0.0353110134601593,1.1865575313568115,9.89,8400.0,12361.2939453125,231.835,0.0,5333.1181640625,476.8370361328125,1350.0269775390625,241.58041381835938,403.90777587890625,2348.68310546875,2220.786865234375,1249.65966796875,8710.826171875,27.16,1471.0,-34.295833587646484,18.4375,0.24897676706314087,3.34,1126.663818359375,22.880342483520508,20.899934768676758,16.97834014892578,150.80142211914062,32.57209014892578,36.261497497558594,48.06954574584961,63.37002944946289,15.705620765686035,62.44253158569336,348.1449890136719,0,12.0,16.254165649414062,543.0,54.95337677001953,23.5,7.858333110809326,13.383333206176758,18.350000381469727,19.25,13.383333206176758,9.199999809265137,66.71958923339844,259.0,15.0,50.0,53.0,94.0,259.0,14.300000190734863,244.6747283935547,"{""type"":""Point"",""coordinates"":[18.43749995399012,-34.29583356316188]}"
000000000000000001e6,8811.0,72.5,157.1676025390625,220.3260040283203,88.79679870605469,0.28148454427719116,99.81481170654297,138.44085693359375,206.32276916503906,204.7296142578125,3895.661865234375,591.0,98091.0,3874.0,23301.0,24985.0,8895.0,3758.0,1764.0,1141.0,18074.0,7899.0,307.0,987.0,91615.0,-0.22675198316574097,49.0,49.0,-0.20700694620609283,0.641327977180481,38.5,12800.0,22285.30078125,176,0.0,7490.439453125,317.9055480957031,2478.564697265625,169.76010131835938,419.4720764160156,2685.56396484375,1544.5841064453125,629.5555419921875,9655.3662109375,19.5,1553.0,30.587499618530273,-94.3375015258789,0.4899282157421112,34.5,1567.928466796875,10.585171699523926,9.158445358276367,0.0,200.0,0.1643315553665161,15.930168151855469,27.164623260498047,52.085086822509766,38.731651306152344,49.39643859863281,341.0,0,5.0,19.170833587646484,1369.0,40.434085845947266,34.29999923706055,12.575000762939453,10.483333587646484,15.266666412353516,27.28333282470703,25.75,3.200000047683716,17.828907012939453,352.0,86.0,299.0,333.0,148.0,395.0,31.099998474121094,683.9107666015625,"{""type"":""Point"",""coordinates"":[-94.3374999338801,30.587497976781542]}"
00000000000000000438,8714.0,1173,102.14280700683594,222.15499877929688,9.46267032623291,0.7447943687438965,23.326374053955078,53.7784538269043,198.49099731445312,192.36708068847656,2826.9951171875,904.0,267757.0,1683.0,38601.0,25930.0,8993.0,3013.0,1889.0,1265.0,18913.0,8122.0,404.0,1096.0,150546.0,-0.34606659412384033,135.0,135.0,-0.6675631999969482,1.0488518476486206,217.5,1300.0,9159.859375,478,0.0,5590.89892578125,518.8614501953125,1975.0667724609375,476.3788146972656,599.7960815429688,1749.5340576171875,939.0970458984375,406.5221862792969,4771.61376953125,56,745.0,56.52083206176758,37.62916564941406,31.194164276123047,38.5,1185.2066650390625,16.446117401123047,11.775591850280762,1.8037919998168945,199.3677978515625,11.44866943359375,45.90693664550781,61.660030364990234,58.321319580078125,29.704465866088867,50.79898452758789,1963.0,0,4.0,4.4666666984558105,650.0,20.8216609954834,21.399999618530273,7.433333396911621,-7.633333206176758,-2.183333396911621,16.483333587646484,16.483333587646484,-14.300000190734863,34.72898864746094,118.0,27.0,94.0,239.0,88.0,239.0,35.70000076293945,984.0924072265625,"{""type"":""Point"",""coordinates"":[37.629167669149545,56.52083152453419]}"
00000000000000000287,5914.0,460.686666666667,148.1427001953125,232.62100219726562,68.06330108642578,0.3761870563030243,84.04745483398438,81.02951049804688,217.03500366210938,215.45953369140625,2887.12255859375,403.0,63783.0,1696.0,20252.0,25818.0,9790.0,3686.0,1247.0,625.0,17541.0,8203.0,196.0,813.0,38190.0,-0.0036804769188165665,399.5,399.5,0.13583356142044067,2.1869306564331055,119.53,500.0,7376.24462890625,726.183333333333,18.0,4752.73779296875,867.804443359375,2534.5380859375,477.3312683105469,786.4498901367188,3002.181884765625,2622.289794921875,1554.16943359375,2732.25634765625,200.323333333333,1511.0,39.087501525878906,-96.59583282470703,0.5080534815788269,4.62,1477.131591796875,35.11787033081055,36.003875732421875,19.564254760742188,200.0,12.585349082946777,23.039447784423828,33.74311447143555,10.434297561645508,53.499324798583984,66.01129150390625,1511.34333333333,0,8.0,12.175000190734863,894.0,29.349592208862305,31.700000762939453,12.033332824707031,-1.0500000715255737,-1.0500000715255737,24.600000381469727,22.133333206176758,-9.300000190734863,51.21222686767578,72.0,21.0,72.0,322.0,135.0,362.0,41.0,1033.173583984375,"{""type"":""Point"",""coordinates"":[-96.59583395790304,39.087503291375874]}"
00000000000000000032,3736.0,159.715,180.90672302246094,263.3949890136719,95.04609680175781,0.3285991847515106,117.65410614013672,244.20492553710938,244.20492553710938,107.26902770996094,2411.83154296875,1187.0,108773.0,4734.0,26438.0,28193.0,9551.0,2920.0,1065.0,1290.0,22988.0,8842.0,358.0,670.0,102532.0,-0.45077046751976013,120.0,120.0,0.0754077136516571,0.6627469658851624,40.555,8400.0,15003.8388671875,514.365,0.0,6042.328125,453.01593017578125,1595.818603515625,231.4174041748047,430.62774658203125,2307.616455078125,1977.8206787109375,1085.90771484375,10470.0458984375,41.13,1449.9998779296875,-34.30416488647461,18.4375,0.24897676706314087,4.91,1118.9473876953125,18.505859375,19.68416404724121,14.854911804199219,168.50164794921875,26.80567741394043,34.09334945678711,43.81735610961914,64.50376892089844,15.774933815002441,61.10000228881836,760.6849975585938,0,12.0,16.183334350585938,542.0,54.07674026489258,23.299999237060547,7.516666889190674,13.383333206176758,18.233333587646484,19.100000381469727,13.383333206176758,9.399999618530273,66.82540130615234,212.0,15.0,50.0,53.0,94.0,259.0,13.899999618530273,239.17788696289062,"{""type"":""Point"",""coordinates"":[18.43749995399012,-34.30416316392973]}"
000000000000000004ef,4409.0,338.02,77.97248840332031,171.54800415039062,2.466670036315918,0.7703465819358826,11.54478645324707,70.08317565917969,148.3180694580078,136.4297332763672,2125.696044921875,1063.0,380893.0,-706.0,50249.0,28506.0,9485.0,1824.0,1059.0,1636.0,22454.0,8781.0,415.0,622.0,180212.0,0.17430977523326874,456.0,456.0,-0.29602307081222534,4.8252034187316895,29.83,900.0,6657.7255859375,243.57,0.0,5350.685546875,421.3499755859375,1565.5654296875,413.72601318359375,500.6178894042969,1430.051513671875,826.1256103515625,354.9500732421875,4110.017578125,64.62,664.0,64.77083587646484,-148.29583740234375,0.25149521231651306,4.97,860.2119750976562,21.975889205932617,9.32588005065918,11.685842514038086,165.6158905029297,38.910884857177734,108.83496856689453,90.30339050292969,30.15010643005371,60.64901351928711,54.86194610595703,681.010009765625,0,6.0,-2.370833396911621,293.0,21.56319236755371,19.5,9.725000381469727,-17.91666603088379,-8.866666793823242,13.733333587646484,13.733333587646484,-25.600000381469727,61.924381256103516,48.0,5.0,27.0,144.0,53.0,144.0,45.099998474121094,1317.146484375,"{""type"":""Point"",""coordinates"":[-148.29583769243476,64.77083733856708]}"
000000000000000004ac,8313.0,604.4,79.90141296386719,174.61199951171875,4.326670169830322,0.7637801766395569,16.877458572387695,51.25899887084961,155.99038696289062,145.43748474121094,2369.851318359375,507.0,58943.0,1419.0,17235.0,22947.0,8792.0,4858.0,2408.0,557.0,15951.0,7485.0,173.0,1321.0,30654.0,-0.18426376581192017,94.0,94.0,-0.13770712912082672,0.35943084955215454,166.4,3300.0,7332.73828125,78.2,0.0,4688.3125,631.3978271484375,1875.920654296875,540.2077026367188,690.5015869140625,1671.8641357421875,1033.2431640625,455.2459716796875,4449.2060546875,349.8,660.0,62.087501525878906,50.412498474121094,5.422034740447998,49.6,993.1597900390625,30.15380096435547,16.43860626220703,5.570045471191406,200.0,13.584806442260742,134.77349853515625,104.10444641113281,51.89169692993164,31.669696807861328,49.49845504760742,1248.800048828125,0,6.0,0.5791667103767395,549.0,20.833332061767578,20.100000381469727,8.541666984558105,-13.699999809265137,-5.949999809265137,14.850000381469727,14.850000381469727,-20.899999618530273,34.60081100463867,101.0,24.0,79.0,197.0,70.0,197.0,41.0,1141.6922607421875,"{""type"":""Point"",""coordinates"":[50.41249627366293,62.087501934039175]}"
00000000000000000140,3050.0,266.75,219.68670654296875,271.3659973144531,176.9429931640625,0.11994075775146484,195.94700622558594,224.86346435546875,254.1636199951172,207.42176818847656,3059.954345703125,349.0,39522.0,2174.0,15016.0,25869.0,9219.0,4632.0,1339.0,615.0,17784.0,8063.0,178.0,857.0,25163.0,0.13030114769935608,40.0,40.0,0.4195629060268402,0.4353117048740387,99.75,4600.0,7203.29345703125,356.75,31.0,4724.70166015625,1101.9161376953125,2938.552001953125,512.823974609375,909.0653686523438,3676.28515625,3149.564453125,1927.471923828125,2692.333251953125,20.5,2396.0,13.445833206176758,-15.470833778381348,54.89469528198242,50.5,1439.64697265625,8.190658569335938,26.58489227294922,30.86907196044922,200.0,16.939680099487305,8.214825630187988,11.07613754272461,56.36452102661133,17.11356544494629,57.24291229248047,794.25,0,7.0,27.09583282470703,731.0,64.20683288574219,34.099998474121094,10.658332824707031,24.78333282470703,26.183334350585938,29.383333206176758,26.96666717529297,17.5,143.98876953125,0.0,0.0,0.0,68.0,247.0,605.0,16.599998474121094,183.98936462402344,"{""type"":""Point"",""coordinates"":[-15.470833268526262,13.445835084428044]}"
00000000000000000715,12022.0,148.5,102.71321105957031,190.54800415039062,19.733299255371094,0.6003594398498535,34.0106315612793,70.8424072265625,174.66700744628906,180.8679962158203,4101.48828125,230.0,41624.0,1812.0,17388.0,22795.0,9117.0,3576.0,2287.0,610.0,18067.0,8101.0,159.0,1343.0,26206.0,-0.04457259178161621,471.0,471.0,-0.7648434638977051,1.7503271102905273,65.5,3568.776123046875,11436.400390625,12.5,13.0,6479.90576171875,394.0495910644531,3076.4287109375,249.2646026611328,461.5570068359375,2961.981689453125,1730.432861328125,701.8410034179688,6737.60009765625,47.5,793.0,51.27083206176758,10.237500190734863,27.467609405517578,56.5,958.6810913085938,19.54954719543457,28.360595703125,17.8997802734375,199.92660522460938,23.740718841552734,61.966590881347656,63.73926544189453,23.996265411376953,47.44297790527344,53.305763244628906,330.5,0,4.0,7.450000286102295,954.0,28.856748580932617,18.700000762939453,6.983333587646484,-0.3999999463558197,2.950000047683716,15.483333587646484,0.8999999761581421,-5.5,12.142528533935547,245.0,61.0,211.0,251.0,96.0,265.0,24.200000762939453,647.1089477539062,"{""type"":""Point"",""coordinates"":[10.237498499170577,51.270833094541786]}"
000000000000000002fc,10430.0,1349.5,101.74966430664062,193.0540008544922,19.431299209594727,0.60994952917099,33.1561164855957,107.68809509277344,167.10400390625,72.35746002197266,5369.529296875,530.0,171320.0,3267.0,31278.0,25944.0,9093.0,3223.0,1936.0,1323.0,19161.0,8234.0,357.0,975.0,116122.0,0.030887886881828308,-1.0,-1.0,0.015443957410752773,0.09266787767410278,113,600.0,19656.6171875,2680.5,0.0,7473.99609375,503.4734191894531,3476.686767578125,308.0881652832031,672.909912109375,3183.227783203125,1937.985595703125,810.9910278320312,12100.2099609375,11.5,770.0,52.13750076293945,4.804166793823242,322.1734619140625,58.5,319.56646728515625,32.9072380065918,26.9223575592041,6.736937999725342,200.0,3.2407848834991455,177.48757934570312,70.87751007080078,35.964027404785156,37.212547302246094,62.19466018676758,4214.0,0,4.0,9.741666793823242,804.0,34.32268142700195,20.299999237060547,7.516666412353516,3.316666603088379,5.599999904632568,16.450000762939453,7.016666889190674,-1.600000023841858,19.081619262695312,194.0,45.0,157.0,201.0,87.0,247.0,21.899999618530273,541.1932373046875,"{""type"":""Point"",""coordinates"":[4.804168588466788,52.13749951618846]}"
00000000000000000567,3808.0,114.5,143.6670379638672,236.04800415039062,60.70669937133789,0.42024803161621094,72.0177001953125,69.89282989501953,220.3720703125,217.32876586914062,2431.595703125,441.0,43687.0,1182.0,16473.0,26593.0,9307.0,4218.0,1181.0,530.0,17114.0,7993.0,155.0,766.0,24858.0,-0.5796087980270386,873.0,873.0,0.19201862812042236,0.8889778852462769,21.5,2709.037109375,5973.67919921875,111,7.0,4490.595703125,1106.7086181640625,2427.89990234375,768.403076171875,1005.4318237304688,2706.84228515625,2398.473876953125,1315.34716796875,3242.22265625,25.5,1483.0,41.87083435058594,-100.39583587646484,0.0,59.5,1476.2373046875,15.6388521194458,12.90102481842041,1.1897382736206055,200.0,0.6392593383789062,12.341988563537598,22.667116165161133,66.93225860595703,20.166715621948242,70.41239166259766,333.0,0,8.0,8.904166221618652,565.0,33.977359771728516,29.899999618530273,14.508333206176758,-3.6666667461395264,-3.6666667461395264,21.649999618530273,19.016666412353516,-12.800000190734863,59.66276168823242,45.0,13.0,45.0,231.0,90.0,258.0,42.70000076293945,1029.608154296875,"{""type"":""Point"",""coordinates"":[-100.39583528463908,41.87083403702731]}"
0000000000000000052d,7151.0,250.67,70.4239273071289,176.43699645996094,0.1822579950094223,0.859129786491394,8.507094383239746,67.79034423828125,137.06283569335938,120.82355499267578,1622.6634521484375,371.0,23020.0,5259.0,12523.0,26204.0,8944.0,4788.0,1480.0,547.0,15995.0,7652.0,170.0,842.0,23907.0,-0.011764525435864925,516.0,516.0,-0.4454152584075928,4.653293609619141,160.69,685.6777954101562,5273.2001953125,719.88,0.0,3347.17919921875,2271.379638671875,3152.4443359375,2500.087646484375,2413.512939453125,2422.856201171875,1311.335693359375,575.510009765625,3663.39990234375,70.7,524.9999389648438,68.32917022705078,18.85416603088379,2.7132298946380615,6.43,1029.4207763671875,18.83771324157715,10.573273658752441,13.488688468933105,192.83395385742188,22.201444625854492,69.79155731201172,66.7153549194336,52.15132141113281,37.71175765991211,53.51363754272461,1208.3699951171875,0,11.0,-0.3750000596046448,376.0,22.22222137451172,14.699999809265137,6.5333333015441895,-9.616666793823242,-2.3499999046325684,9.899999618530273,9.899999618530273,-14.699999809265137,41.521976470947266,73.0,15.0,55.0,146.0,62.0,146.0,29.399999618530273,797.0072021484375,"{""type"":""Point"",""coordinates"":[18.854167274626214,68.32916876550952]}"
000000000000000000d6,3022.0,202.85,169.6840057373047,191.83799743652344,146.43600463867188,0.08141310513019562,164.09054565429688,173.946533203125,171.05007934570312,164.6107635498047,3079.58154296875,935.0,234267.0,2035.0,35020.0,28405.0,9041.0,2569.0,920.0,1374.0,19949.0,8271.0,409.0,618.0,173476.0,0.2278309017419815,366.0,366.0,-0.06054254248738289,0.3123876750469208,10.63,200.0,8844.4658203125,320.46,42.0,4229.36669921875,1491.6097412109375,3705.573486328125,670.8903198242188,1221.962646484375,4051.626953125,3766.509765625,2457.586669921875,4257.36767578125,49.62,1866.0,-9.137499809265137,-40.30416488647461,18.88010597229004,6.62,1444.734619140625,9.02860164642334,19.275249481201172,0.55149245262146,200.0,8.146123727783561E-4,5.390804290771484,10.009021759033203,64.39236450195312,16.36967658996582,60.28944778442383,590.1699829101562,0,13.0,25.33333396911621,564.0,73.89210510253906,33.5,12.783332824707031,23.28333282470703,23.733333587646484,26.649999618530273,26.166667938232422,16.200000762939453,88.21855163574219,20.0,3.0,14.0,196.0,128.0,305.0,17.299999237060547,142.22792053222656,"{""type"":""Point"",""coordinates"":[-40.30416455470752,-9.137500696700226]}"
00000000000000000456,8829.0,1913.475,96.30435943603516,215.2169952392578,7.498000144958496,0.7473722100257874,25.33637046813965,101.47349548339844,179.15553283691406,119.27601623535156,1843.5574951171875,1808.0,459910.0,3812.0,50442.0,29622.0,9632.0,1903.0,798.0,2979.0,23941.0,8985.0,715.0,547.0,341318.0,0.07506918907165527,24.0,24.0,-0.34696173667907715,0.6037231683731079,215,21.002933502197266,6724.83251970974,773.985,68.0,3240.8994140625,1062.2508544921875,2255.18798828125,838.6640014648438,1047.9228515625,2104.48486328125,1572.4521484375,1015.0579223632812,3933.1887208074836,44.795,728.0,60.204166412353516,24.945833206176758,3121.57958984375,64.5,1121.35888671875,21.134929656982422,28.68022346496582,9.496788024902344,199.3223419189453,16.920608520507812,57.75646209716797,55.60408020019531,41.38071823120117,29.87557601928711,58.865177154541016,3011.75,0,6.0,5.304166793823242,643.0,23.55442237854004,19.5,6.924999713897705,-4.116666793823242,3.8499999046325684,15.833333015441895,10.516666412353516,-9.899999618530273,29.894901275634766,139.0,32.0,106.0,191.0,77.0,216.0,29.399999618530273,812.930908203125,"{""type"":""Point"",""coordinates"":[24.945834405759697,60.20416493130787]}"
0000000000000000045b,9053.0,730.025,97.76138305664062,218.72799682617188,7.4986701011657715,0.749258816242218,25.591344833374023,91.11894989013672,182.12515258789062,121.15780639648438,1837.8194580078125,1766.0,603375.0,-88.0,57590.0,29360.0,9448.0,1767.0,849.0,2331.0,22641.0,8782.0,632.0,558.0,298951.0,-0.055342428386211395,8.0,8.0,-0.5142074227333069,0.6443394422531128,309.6,2185.600341796875,7676.200195510512,225.66,52.0,3260.3955078125,1025.144775390625,2125.771240234375,807.7802124023438,1013.7089233398438,2052.4951171875,1573.5404052734375,1055.0125732421875,4448.79980480227,75.22,717.0,60.22916793823242,25.004167556762695,3121.579833984375,66.5,1090.95947265625,22.271467208862305,29.226970672607422,11.504258155822754,200.0,28.733469009399414,59.3242073059082,58.09293746948242,41.91869354248047,28.965591430664062,59.54612350463867,1407.0,0,6.0,5.233333110809326,650.0,22.146892547607422,19.399999618530273,6.5333333015441895,-4.4666666984558105,3.799999952316284,15.850000381469727,10.683333396911621,-10.100000381469727,30.122913360595703,140.0,33.0,107.0,193.0,78.0,219.0,29.5,828.1340942382812,"{""type"":""Point"",""coordinates"":[25.00416836574088,60.22916711091455]}"
00000000000000000512,8465.0,644,78.05601501464844,189.0290069580078,0.33466699719429016,0.8625488877296448,9.10788345336914,29.01214599609375,150.04052734375,150.04052734375,408.490966796875,328.00000000059555,20000.00000004109,4767.000000009766,11270.000000023107,23191.000000047643,9202.00000001882,5238.000000010719,1905.0000000039304,587.0000000011911,16488.000000033826,7857.000000016079,149.0000000002382,1136.000000002263,19591.000000040258,-0.0151690524071455,2.0,2.0,-0.06167720630764961,0.10011488199234009,162,0.0,2031.852294921875,1390.5,0.0,1761.311767578125,2571.02783203125,2806.95361328125,2568.696533203125,2642.71240234375,1589.0992431640625,720.4874267578125,355.4707946777344,1246.089111328125,45,532.0,66.10416412353516,66.62916564941406,0.8052887916564941,67.5,299.9233703613281,72.96593475341797,24.45571517944336,5.681027889251709,200.0,12.357168197631836,385.0616455078125,95.17218780517578,32.670101165771484,42.874183654785156,51.34624099731445,2309.0,0,6.0,-5.141666889190674,451.0,18.87417221069336,19.0,8.550000190734863,-20.600000381469727,-18.866666793823242,11.75,10.633333206176758,-26.299999237060547,43.361358642578125,68.0,20.0,63.0,179.0,69.0,180.0,45.29999923706055,1316.7708740234375,"{""type"":""Point"",""coordinates"":[66.62916770259065,66.10416206276004]}"
0000000000000000052f,7338.0,188.78,70.4239273071289,176.43699645996094,0.1822579950094223,0.859129786491394,8.507094383239746,67.79034423828125,137.06283569335938,120.82355499267578,1604.992919921875,323.0,33580.0,2189.0,15121.0,26437.0,8868.0,4229.0,1258.0,542.0,14728.0,7319.0,151.0,784.0,21262.0,0.0,507.0,507.0,-0.3888746201992035,4.922678470611572,60.55,685.6777954101562,3945.0712890625,213.71,0.0,3299.48974609375,2284.702880859375,3166.868408203125,2511.54296875,2432.938720703125,2464.25390625,1334.31591796875,575.48388671875,2442.896484375,60.55,518.9999389648438,68.32917022705078,18.870832443237305,2.7132298946380615,7.12,1036.9195556640625,17.76028060913086,9.500954627990723,14.035828590393066,188.78427124023438,23.46614646911621,69.73920440673828,65.20743560791016,52.48579025268555,38.2626838684082,53.04740905761719,530.7100219726562,0,11.0,-0.4625000059604645,381.0,22.08049964904785,14.699999809265137,6.491666793823242,-9.699999809265137,-2.4166667461395264,9.866666793823242,9.866666793823242,-14.699999809265137,41.42136764526367,74.0,15.0,56.0,147.0,63.0,147.0,29.399999618530273,800.3667602539062,"{""type"":""Point"",""coordinates"":[18.87083093526294,68.32916876550952]}"
000000000000000004f2,4423.0,373.4,77.97248840332031,171.54800415039062,2.466670036315918,0.7703465819358826,11.54478645324707,70.08317565917969,148.3180694580078,136.4297332763672,1909.5047607421875,1367.0,632858.0,654.0,63125.0,29767.0,9820.0,1466.0,761.0,1812.0,25188.0,9146.0,554.0,526.0,331649.0,-0.029929269105196,342.5,342.5,0.11699119955301285,9.729522705078125,89.38,900.0,6876.03173828125,403.2,0.0,5426.6826171875,393.1565856933594,1515.6588134765625,372.67626953125,467.6202697753906,1433.9200439453125,801.7550659179688,344.13531494140625,4154.73486328125,63.56,660.0,64.77916717529297,-148.29583740234375,0.25149521231651306,7.94,847.91650390625,23.201086044311523,8.08718490600586,13.414454460144043,165.77487182617188,33.59798812866211,126.60822296142578,97.40831756591797,28.9539852142334,62.95913314819336,56.14961624145508,937.47998046875,0,6.0,-2.3499999046325684,292.0,21.633554458618164,19.5,9.800000190734863,-17.96666717529297,-8.833333015441895,13.800000190734863,13.800000190734863,-25.799999237060547,61.136924743652344,47.0,6.0,27.0,142.0,53.0,142.0,45.29999923706055,1320.7762451171875,"{""type"":""Point"",""coordinates"":[-148.29583769243476,64.77916693933491]}"
00000000000000000294,5498.0,217,145.4476776123047,231.08399963378906,63.965301513671875,0.3904123902320862,77.1986083984375,77.1986083984375,215.56353759765625,218.03953552246094,2609.1591796875,654.0,144860.0,1673.0,31200.0,27440.0,9269.0,2469.0,1080.0,982.0,19899.0,8281.0,314.0,713.0,107345.0,0.22256284952163696,419.0,419.0,-0.4490438401699066,0.8913040161132812,201,490.8186340332031,7329.083984375,289.5,59.0,4215.80078125,1183.0394287109375,2749.92431640625,716.6824951171875,1042.2781982421875,3209.465576171875,2944.30615234375,1868.5946044921875,3920.646240234375,38,1436.0,40.14583206176758,-96.47916412353516,1.7889065742492676,76.5,1547.2059326171875,29.776466369628906,31.088165283203125,0.0,200.0,0.2256275862455368,16.60055160522461,28.42422866821289,13.9182710647583,55.167869567871094,62.577457427978516,822.0,0,8.0,11.079166412353516,790.0,29.513063430786133,31.100000381469727,12.425000190734863,-2.549999952316284,-2.549999952316284,23.916667938232422,21.600000381469727,-11.0,53.21084213256836,59.0,16.0,59.0,306.0,108.0,314.0,42.099998474121094,1065.859619140625,"{""type"":""Point"",""coordinates"":[-96.47916603794066,40.14583079450176]}"
000000000000000004b3,9373.0,1143,90.36029052734375,211.3249969482422,3.3459999561309814,0.8266854882240295,14.683634757995605,42.694583892822266,178.69207763671875,100.26103973388672,1584.4227294921875,1357.999999879862,551901.9999511462,3049.9999997299224,58258.99999484291,25999.99999769852,9731.999999138545,1678.9999998514572,896.9999999206065,1827.999999838186,21382.999998107127,8749.999999225389,648.9999999424921,760.9999999324806,378310.99996651226,0.0,23.0,23.0,-0.15321190655231476,0.42128241062164307,612.5,0.0,3643.877197265625,465,0.0,3863.942138671875,1050.078369140625,1775.805419921875,1061.1614990234375,1136.3277587890625,1070.2359619140625,616.5840454101562,260.86004638671875,2453.634521484375,245.5,662.0,62.12916564941406,35.170833587646484,2.4453301429748535,79.5,870.0885620117188,23.599124908447266,20.52821159362793,14.467723846435547,196.53695678710938,27.196001052856445,95.01782989501953,70.35243225097656,47.485347747802734,31.87483787536621,51.84839630126953,2545.5,0,98.0,2.799999952316284,621.0,19.519519805908203,19.0,6.5,-9.133333206176758,-4.400000095367432,15.09999942779541,13.533332824707031,-14.300000190734863,30.494232177734375,119.0,30.0,100.0,205.0,80.0,211.0,33.29999923706055,974.968505859375,"{""type"":""Point"",""coordinates"":[35.17083404467746,62.12916777428257]}"
